player,Value,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Jadon Sancho,€36.2M,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,FW,25,26.0,18.0,1610.0,3.0,4.0,1.0,0.0,1.9,3.4,91.0,81.0,203.0,0.17,0.22,0.11,0.19,27.3,0.34,0.14,15.1,603.0,83.1,8109.0,89.5,84.2,50.0,34.0,32.0,43.0,0.0,81.0,878.0,11.0,111.0,260.0,517.0,113.0,12.0,46.7,40.2,586.0,4037.0,91.0,54.0,26.0,19.0,685.0,203.0,10.0,6.0,10.0,9.0,0.0,9.0,2.0,63.0,3.52,10.0,0.56,6.0,11.0,5.0,21.0,90.0,5.0,33.3,N/a,N/a,N/a,N/a
Jean-Clair Todibo,€36.1M,"2024-2025 West Ham United Stats
(Premier League)",fr FRA,DF,25,21.0,14.0,1305.0,0.0,0.0,2.0,0.0,0.2,0.0,8.0,26.0,4.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,14.6,654.0,87.0,11601.0,92.2,94.5,44.2,2.0,5.0,1.0,0.0,26.0,911.0,127.0,515.0,370.0,34.0,9.0,25.0,53.8,46.2,529.0,2328.0,8.0,0.0,7.0,7.0,620.0,4.0,33.0,20.0,21.0,19.0,10.0,9.0,19.0,5.0,0.34,0.0,0.0,10.0,5.0,0.0,2.0,55.0,22.0,51.2,N/a,N/a,N/a,N/a
Lewis Hall,€36.1M,"2024-2025 Newcastle United Stats
(Premier League)",eng ENG,DF,20,27.0,24.0,2189.0,0.0,4.0,3.0,0.0,0.4,4.3,41.0,123.0,80.0,0.0,0.16,0.02,0.18,9.1,0.04,0.0,18.8,1300.0,81.7,21999.0,91.3,85.1,51.5,34.0,22.0,17.0,5.0,123.0,1820.0,95.0,623.0,804.0,414.0,47.0,74.0,52.4,33.3,950.0,4398.0,41.0,13.0,33.0,20.0,1094.0,80.0,58.0,41.0,31.0,33.0,18.0,15.0,18.0,63.0,2.59,6.0,0.25,9.0,21.0,1.0,110.0,119.0,30.0,49.2,N/a,N/a,N/a,N/a
Malo Gusto,€36.1M,"2024-2025 Chelsea Stats
(Premier League)",fr FRA,DF,21,27.0,19.0,1776.0,0.0,1.0,4.0,0.0,1.7,1.2,47.0,112.0,81.0,0.0,0.05,0.08,0.06,14.3,0.15,0.0,21.2,1136.0,86.3,18576.0,93.4,88.0,61.1,20.0,32.0,17.0,6.0,112.0,1510.0,54.0,370.0,727.0,424.0,41.0,46.0,26.7,66.7,827.0,4184.0,47.0,8.0,15.0,17.0,1014.0,81.0,43.0,28.0,15.0,28.0,8.0,20.0,22.0,55.0,2.79,4.0,0.2,20.0,17.0,2.0,50.0,109.0,8.0,34.8,N/a,N/a,N/a,N/a
Myles Lewis-Skelly,€35.7M,"2024-2025 Arsenal Stats
(Premier League)",eng ENG,DF,18,17.0,11.0,959.0,1.0,0.0,2.0,2.0,0.0,0.2,25.0,52.0,24.0,0.09,0.0,0.0,0.02,100.0,0.09,1.0,13.9,476.0,90.3,6986.0,95.5,89.5,64.7,5.0,18.0,6.0,0.0,52.0,618.0,16.0,113.0,334.0,183.0,12.0,9.0,50.0,33.3,346.0,1871.0,25.0,4.0,8.0,8.0,411.0,24.0,21.0,14.0,6.0,1.0,0.0,1.0,6.0,18.0,1.69,0.0,0.0,9.0,33.0,0.0,7.0,37.0,6.0,50.0,N/a,N/a,N/a,N/a
Pervis Estupiñán,€35.4M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",ec ECU,DF,27,25.0,21.0,1952.0,1.0,1.0,4.0,0.0,0.7,2.0,52.0,94.0,98.0,0.05,0.05,0.03,0.09,27.8,0.23,0.06,25.3,1104.0,83.6,16791.0,93.3,83.3,52.4,23.0,42.0,28.0,18.0,94.0,1550.0,66.0,389.0,775.0,401.0,26.0,36.0,50.0,46.4,811.0,3943.0,52.0,8.0,25.0,23.0,937.0,98.0,48.0,32.0,24.0,13.0,2.0,11.0,27.0,47.0,2.17,4.0,0.18,29.0,16.0,3.0,100.0,123.0,36.0,60.0,N/a,N/a,N/a,N/a
André Onana,€34.2M,"2024-2025 Manchester United Stats
(Premier League)",cm CMR,GK,29,31.0,31.0,2790.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.01,N/a,0.0,N/a,N/a,868.0,72.8,20571.0,99.0,99.2,36.0,1.0,0.0,0.0,0.0,1.0,1256.0,951.0,1235.0,22.0,0.0,0.0,3.0,N/a,N/a,889.0,4545.0,0.0,0.0,1.0,0.0,768.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.13,0.0,0.0,0.0,2.0,0.0,0.0,29.0,6.0,100.0,1.32,69.8,29.0,25.0
Dango Ouattara,€34M,"2024-2025 Bournemouth Stats
(Premier League)",bf BFA,FW,23,28.0,17.0,1685.0,7.0,4.0,1.0,0.0,7.7,4.8,67.0,36.0,169.0,0.37,0.21,0.41,0.26,30.9,0.91,0.13,13.4,300.0,59.5,4743.0,72.1,62.6,35.1,28.0,27.0,23.0,9.0,36.0,795.0,47.0,131.0,255.0,424.0,114.0,36.0,44.8,47.8,407.0,2983.0,67.0,35.0,51.0,28.0,478.0,169.0,31.0,23.0,50.0,30.0,8.0,22.0,8.0,59.0,3.15,6.0,0.32,14.0,15.0,13.0,74.0,72.0,34.0,40.5,N/a,N/a,N/a,N/a
Vitaliy Mykolenko,€33.5M,"2024-2025 Everton Stats
(Premier League)",ua UKR,DF,25,29.0,29.0,2542.0,0.0,1.0,2.0,0.0,0.4,1.5,28.0,96.0,73.0,0.0,0.04,0.01,0.05,0.0,0.0,0.0,20.9,804.0,74.0,13381.0,89.3,73.1,43.8,18.0,22.0,31.0,18.0,96.0,1383.0,104.0,435.0,599.0,359.0,22.0,45.0,31.3,50.0,563.0,2333.0,28.0,1.0,19.0,8.0,699.0,73.0,53.0,32.0,35.0,22.0,9.0,13.0,32.0,32.0,1.13,3.0,0.11,18.0,26.0,2.0,78.0,70.0,42.0,54.5,N/a,N/a,N/a,N/a
Liam Delap,€33M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,FW,22,31.0,29.0,2344.0,12.0,2.0,8.0,0.0,9.0,1.9,58.0,30.0,101.0,0.46,0.08,0.35,0.07,45.8,1.04,0.17,15.8,201.0,61.1,2808.0,70.0,63.4,40.9,20.0,42.0,6.0,0.0,30.0,619.0,28.0,72.0,257.0,308.0,85.0,14.0,48.1,41.6,406.0,3051.0,58.0,28.0,92.0,55.0,488.0,101.0,10.0,7.0,61.0,8.0,0.0,8.0,2.0,60.0,2.31,7.0,0.27,63.0,46.0,13.0,5.0,57.0,50.0,45.0,N/a,N/a,N/a,N/a
Jarrad Branthwaite,€32.9M,"2024-2025 Everton Stats
(Premier League)",eng ENG,DF,22,25.0,23.0,2078.0,0.0,1.0,4.0,0.0,0.8,0.6,9.0,54.0,1.0,0.0,0.04,0.03,0.02,28.6,0.09,0.0,8.2,763.0,81.1,14891.0,88.9,90.6,52.9,2.0,13.0,2.0,0.0,54.0,1221.0,176.0,646.0,528.0,54.0,20.0,25.0,60.0,20.0,580.0,3253.0,9.0,2.0,8.0,3.0,695.0,1.0,33.0,18.0,34.0,27.0,19.0,8.0,23.0,12.0,0.52,2.0,0.09,8.0,12.0,1.0,2.0,76.0,45.0,57.0,N/a,N/a,N/a,N/a
Joachim Andersen,€32.9M,"2024-2025 Fulham Stats
(Premier League)",dk DEN,DF,28,22.0,22.0,1953.0,0.0,0.0,5.0,1.0,0.4,0.3,11.0,95.0,1.0,0.0,0.0,0.02,0.02,16.7,0.09,0.0,18.2,1291.0,83.1,28499.0,91.9,93.7,56.3,3.0,8.0,4.0,1.0,95.0,1794.0,267.0,936.0,801.0,67.0,13.0,19.0,100.0,0.0,1056.0,4845.0,11.0,1.0,4.0,3.0,1256.0,1.0,24.0,17.0,29.0,23.0,18.0,5.0,28.0,23.0,1.07,2.0,0.09,15.0,11.0,0.0,6.0,88.0,52.0,64.2,N/a,N/a,N/a,N/a
Matty Cash,€32.8M,"2024-2025 Aston Villa Stats
(Premier League)",pl POL,DF,27,21.0,18.0,1560.0,1.0,1.0,6.0,0.0,0.3,1.1,43.0,38.0,65.0,0.06,0.06,0.02,0.06,40.0,0.23,0.1,19.0,572.0,78.8,9418.0,89.8,80.2,47.2,10.0,33.0,8.0,4.0,38.0,903.0,62.0,317.0,364.0,232.0,34.0,32.0,46.9,43.8,452.0,2894.0,43.0,4.0,14.0,6.0,515.0,65.0,45.0,25.0,17.0,17.0,6.0,11.0,20.0,20.0,1.15,2.0,0.12,22.0,13.0,1.0,25.0,53.0,17.0,50.0,N/a,N/a,N/a,N/a
Bart Verbruggen,€32M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",nl NED,GK,22,30.0,30.0,2700.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,N/a,N/a,871.0,78.3,20436.0,99.2,98.1,46.9,1.0,1.0,1.0,0.0,2.0,1186.0,944.0,1173.0,13.0,0.0,0.0,2.0,100.0,0.0,797.0,2902.0,0.0,1.0,2.0,0.0,766.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.17,1.0,0.03,0.0,2.0,0.0,0.0,53.0,10.0,90.9,1.6,64.7,20.0,0.0
Tyler Dibling,€32M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,"FW,MF",19,28.0,18.0,1667.0,2.0,0.0,6.0,0.0,2.4,1.5,65.0,59.0,86.0,0.11,0.0,0.13,0.08,33.3,0.49,0.07,19.7,443.0,80.8,6660.0,90.1,85.2,42.9,19.0,46.0,20.0,1.0,59.0,776.0,23.0,102.0,357.0,336.0,39.0,26.0,43.0,36.0,497.0,4023.0,65.0,26.0,39.0,52.0,579.0,86.0,34.0,20.0,20.0,18.0,5.0,13.0,7.0,54.0,2.92,4.0,0.22,27.0,46.0,1.0,26.0,70.0,9.0,31.0,N/a,N/a,N/a,N/a
Leandro Trossard,€31.8M,"2024-2025 Arsenal Stats
(Premier League)",be BEL,FW,30,32.0,23.0,2091.0,5.0,5.0,4.0,1.0,5.6,5.0,69.0,85.0,185.0,0.22,0.22,0.24,0.22,28.8,0.73,0.08,16.6,563.0,73.8,9263.0,84.9,76.2,51.9,35.0,46.0,41.0,9.0,85.0,1025.0,14.0,114.0,315.0,612.0,122.0,29.0,42.0,44.9,647.0,4008.0,69.0,26.0,48.0,38.0,755.0,185.0,25.0,16.0,20.0,25.0,0.0,25.0,9.0,74.0,3.18,6.0,0.26,23.0,39.0,5.0,77.0,87.0,5.0,20.0,N/a,N/a,N/a,N/a
Jean-Philippe Mateta,€31.7M,"2024-2025 Crystal Palace Stats
(Premier League)",fr FRA,FW,27,30.0,28.0,2302.0,13.0,2.0,2.0,0.0,11.6,3.0,34.0,44.0,111.0,0.51,0.08,0.45,0.12,41.1,0.9,0.2,15.4,258.0,65.0,3424.0,77.0,62.1,33.3,26.0,19.0,14.0,1.0,44.0,648.0,24.0,55.0,312.0,295.0,83.0,16.0,42.5,47.5,343.0,1769.0,34.0,8.0,62.0,38.0,473.0,111.0,17.0,12.0,93.0,14.0,3.0,11.0,2.0,52.0,2.03,7.0,0.27,26.0,23.0,17.0,23.0,59.0,55.0,37.2,N/a,N/a,N/a,N/a
Rodrigo Bentancur,€31.4M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",uy URU,MF,27,22.0,18.0,1428.0,2.0,0.0,7.0,0.0,1.3,0.4,22.0,89.0,32.0,0.13,0.0,0.08,0.03,22.7,0.32,0.09,17.4,858.0,88.4,13800.0,91.6,93.0,74.6,9.0,22.0,11.0,2.0,89.0,1169.0,69.0,290.0,692.0,196.0,22.0,36.0,47.1,41.2,706.0,3219.0,22.0,5.0,16.0,18.0,779.0,32.0,35.0,17.0,22.0,24.0,8.0,16.0,34.0,41.0,2.58,2.0,0.13,27.0,10.0,1.0,4.0,108.0,34.0,60.7,N/a,N/a,N/a,N/a
Yoane Wissa,€31.4M,"2024-2025 Brentford Stats
(Premier League)",cd COD,FW,28,29.0,28.0,2380.0,15.0,2.0,2.0,0.0,14.3,1.8,48.0,55.0,128.0,0.57,0.08,0.54,0.07,44.3,1.17,0.21,13.9,386.0,77.2,5638.0,86.1,75.0,61.0,22.0,20.0,9.0,1.0,55.0,778.0,28.0,122.0,316.0,353.0,133.0,20.0,29.3,48.8,458.0,2819.0,48.0,26.0,60.0,26.0,553.0,128.0,17.0,7.0,30.0,25.0,5.0,20.0,8.0,55.0,2.08,7.0,0.26,26.0,44.0,13.0,20.0,60.0,28.0,48.3,N/a,N/a,N/a,N/a
Lucas Bergvall,€31.3M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",se SWE,MF,19,25.0,10.0,1112.0,0.0,1.0,3.0,0.0,0.7,0.6,30.0,48.0,28.0,0.0,0.08,0.06,0.05,16.7,0.16,0.0,19.9,600.0,88.4,9970.0,92.6,90.8,75.0,11.0,21.0,7.0,3.0,48.0,833.0,34.0,174.0,452.0,220.0,20.0,30.0,47.7,43.2,506.0,3232.0,30.0,4.0,19.0,18.0,558.0,28.0,36.0,19.0,8.0,16.0,7.0,9.0,22.0,21.0,1.7,4.0,0.32,20.0,13.0,0.0,18.0,70.0,8.0,50.0,N/a,N/a,N/a,N/a
Alex Iwobi,€31.2M,"2024-2025 Fulham Stats
(Premier League)",ng NGA,"FW,MF",28,31.0,29.0,2463.0,8.0,5.0,1.0,0.0,4.1,6.2,119.0,171.0,202.0,0.29,0.18,0.15,0.23,43.9,0.91,0.14,18.3,935.0,74.6,16156.0,86.1,77.7,55.8,51.0,90.0,68.0,13.0,171.0,1533.0,31.0,211.0,615.0,731.0,98.0,27.0,50.0,45.0,1088.0,6599.0,119.0,34.0,52.0,37.0,1192.0,202.0,36.0,20.0,27.0,22.0,1.0,21.0,10.0,109.0,3.98,15.0,0.55,15.0,16.0,4.0,98.0,119.0,4.0,12.9,N/a,N/a,N/a,N/a
Facundo Buonanotte,€31.1M,"2024-2025 Leicester City Stats
(Premier League)",ar ARG,"FW,MF",20,27.0,13.0,1399.0,4.0,2.0,7.0,0.0,3.6,3.0,37.0,49.0,63.0,0.26,0.13,0.23,0.2,32.3,0.64,0.13,17.8,413.0,77.1,6526.0,85.9,81.8,49.3,23.0,26.0,13.0,2.0,49.0,805.0,23.0,117.0,412.0,289.0,32.0,63.0,33.8,60.8,442.0,2806.0,37.0,8.0,51.0,37.0,491.0,63.0,48.0,27.0,31.0,32.0,6.0,26.0,10.0,46.0,2.96,4.0,0.26,33.0,32.0,3.0,40.0,74.0,14.0,31.1,N/a,N/a,N/a,N/a
Nathan Collins,€30.7M,"2024-2025 Brentford Stats
(Premier League)",ie IRL,DF,23,32.0,32.0,2880.0,2.0,2.0,4.0,0.0,2.3,1.5,25.0,109.0,17.0,0.06,0.06,0.07,0.05,33.3,0.16,0.13,11.2,1460.0,85.9,27660.0,88.3,92.6,59.0,8.0,8.0,7.0,2.0,109.0,2080.0,334.0,1100.0,837.0,153.0,59.0,30.0,50.0,41.7,1090.0,5925.0,25.0,0.0,15.0,8.0,1265.0,17.0,34.0,20.0,55.0,68.0,48.0,20.0,31.0,28.0,0.87,7.0,0.22,24.0,24.0,6.0,7.0,144.0,99.0,64.3,N/a,N/a,N/a,N/a
Caleb Okoli,€30.5M,"2024-2025 Leicester City Stats
(Premier League)",it ITA,DF,23,18.0,12.0,1124.0,1.0,0.0,4.0,0.0,0.6,0.0,3.0,32.0,2.0,0.08,0.0,0.05,0.0,50.0,0.16,0.25,13.5,558.0,86.4,9738.0,91.3,91.0,55.4,0.0,6.0,1.0,0.0,32.0,804.0,152.0,450.0,324.0,35.0,10.0,18.0,N/a,N/a,467.0,2304.0,3.0,0.0,10.0,2.0,483.0,2.0,25.0,14.0,21.0,24.0,14.0,10.0,15.0,4.0,0.32,0.0,0.0,16.0,9.0,0.0,1.0,44.0,23.0,52.3,N/a,N/a,N/a,N/a
Wesley Fofana,€30.4M,"2024-2025 Chelsea Stats
(Premier League)",fr FRA,DF,24,14.0,14.0,1172.0,0.0,0.0,7.0,0.0,0.4,0.4,19.0,32.0,4.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,10.6,724.0,90.2,12262.0,93.9,92.5,61.9,6.0,12.0,1.0,0.0,32.0,933.0,81.0,370.0,523.0,55.0,10.0,14.0,53.3,20.0,557.0,3149.0,19.0,1.0,16.0,5.0,665.0,4.0,13.0,12.0,12.0,14.0,9.0,5.0,14.0,15.0,1.15,0.0,0.0,24.0,16.0,0.0,1.0,54.0,27.0,69.2,N/a,N/a,N/a,N/a
Jørgen Strand Larsen,€30.3M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",no NOR,FW,25,30.0,27.0,2314.0,12.0,2.0,4.0,0.0,9.2,2.4,14.0,25.0,96.0,0.47,0.08,0.36,0.09,64.6,1.21,0.25,11.8,257.0,64.1,3319.0,71.9,63.4,73.3,19.0,12.0,4.0,1.0,25.0,647.0,32.0,80.0,307.0,261.0,96.0,23.0,46.7,53.3,304.0,1035.0,14.0,7.0,83.0,31.0,469.0,96.0,9.0,6.0,91.0,17.0,4.0,13.0,4.0,38.0,1.48,4.0,0.16,42.0,17.0,14.0,5.0,41.0,60.0,39.7,N/a,N/a,N/a,N/a
Yves Bissouma,€30M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",ml MLI,MF,28,24.0,15.0,1210.0,2.0,0.0,7.0,0.0,0.6,0.3,15.0,71.0,3.0,0.15,0.0,0.04,0.02,40.0,0.3,0.2,23.2,693.0,89.4,10536.0,92.9,93.4,63.2,6.0,17.0,10.0,1.0,71.0,938.0,58.0,261.0,535.0,148.0,5.0,32.0,33.3,66.7,564.0,3369.0,15.0,0.0,22.0,13.0,657.0,3.0,44.0,28.0,7.0,7.0,4.0,3.0,14.0,15.0,1.12,0.0,0.0,22.0,18.0,0.0,2.0,71.0,4.0,36.4,N/a,N/a,N/a,N/a
Taylor Harwood-Bellis,€29.9M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,23,29.0,27.0,2390.0,1.0,0.0,8.0,0.0,1.7,0.8,27.0,108.0,8.0,0.04,0.0,0.07,0.03,36.8,0.26,0.05,10.6,1665.0,88.1,30859.0,93.3,91.7,63.9,12.0,27.0,8.0,0.0,108.0,2158.0,287.0,1006.0,1005.0,156.0,36.0,30.0,100.0,0.0,1243.0,5777.0,27.0,0.0,13.0,5.0,1568.0,8.0,27.0,19.0,33.0,57.0,36.0,21.0,29.0,32.0,1.21,2.0,0.08,30.0,12.0,0.0,9.0,110.0,48.0,59.3,N/a,N/a,N/a,N/a
Calvin Bassey,€29.9M,"2024-2025 Fulham Stats
(Premier League)",ng NGA,DF,25,29.0,28.0,2534.0,1.0,0.0,5.0,0.0,1.0,0.1,23.0,89.0,12.0,0.04,0.0,0.04,0.0,30.8,0.14,0.08,15.0,1586.0,89.6,27959.0,94.6,94.3,61.3,2.0,14.0,1.0,0.0,89.0,2023.0,270.0,990.0,948.0,105.0,16.0,26.0,44.4,33.3,1295.0,6355.0,23.0,4.0,27.0,7.0,1396.0,12.0,47.0,29.0,29.0,36.0,17.0,19.0,16.0,18.0,0.64,2.0,0.07,19.0,29.0,2.0,5.0,140.0,34.0,54.0,N/a,N/a,N/a,N/a
Aaron Wan-Bissaka,€29.7M,"2024-2025 West Ham United Stats
(Premier League)",eng ENG,DF,27,31.0,30.0,2704.0,2.0,2.0,1.0,0.0,1.0,2.7,93.0,118.0,131.0,0.07,0.07,0.03,0.09,30.8,0.13,0.15,15.5,1234.0,80.9,17639.0,89.7,82.1,47.9,27.0,54.0,27.0,11.0,118.0,1900.0,134.0,610.0,808.0,509.0,38.0,26.0,53.7,34.7,887.0,5707.0,93.0,12.0,28.0,20.0,1090.0,131.0,61.0,43.0,28.0,31.0,9.0,22.0,57.0,75.0,2.5,5.0,0.17,22.0,23.0,4.0,61.0,153.0,22.0,44.0,N/a,N/a,N/a,N/a
Kevin Schade,€29.7M,"2024-2025 Brentford Stats
(Premier League)",de GER,FW,23,32.0,20.0,1845.0,7.0,2.0,3.0,0.0,5.9,3.2,54.0,32.0,137.0,0.34,0.1,0.29,0.16,42.9,0.88,0.17,11.8,268.0,58.1,4167.0,68.5,59.4,40.0,18.0,26.0,8.0,2.0,32.0,730.0,34.0,114.0,203.0,427.0,114.0,20.0,34.2,57.5,373.0,2696.0,54.0,33.0,45.0,33.0,452.0,137.0,33.0,22.0,60.0,14.0,2.0,12.0,5.0,44.0,2.15,8.0,0.39,19.0,31.0,13.0,35.0,69.0,72.0,54.5,N/a,N/a,N/a,N/a
André,€29.4M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",br BRA,MF,23,27.0,25.0,1997.0,0.0,0.0,6.0,0.0,0.3,0.6,8.0,86.0,11.0,0.0,0.0,0.01,0.03,14.3,0.05,0.0,22.5,968.0,92.6,15396.0,95.1,95.1,79.7,12.0,14.0,4.0,0.0,86.0,1268.0,78.0,347.0,821.0,114.0,3.0,51.0,50.0,33.3,701.0,2942.0,8.0,0.0,25.0,14.0,851.0,11.0,64.0,41.0,6.0,40.0,8.0,32.0,28.0,41.0,1.85,3.0,0.14,32.0,30.0,0.0,0.0,156.0,2.0,25.0,N/a,N/a,N/a,N/a
Saša Lukić,€29.2M,"2024-2025 Fulham Stats
(Premier League)",rs SRB,MF,28,24.0,23.0,1879.0,0.0,2.0,12.0,0.0,0.8,2.6,32.0,75.0,26.0,0.0,0.1,0.04,0.12,8.3,0.05,0.0,19.9,904.0,87.6,15271.0,92.3,92.2,69.3,21.0,33.0,11.0,4.0,75.0,1217.0,44.0,263.0,698.0,268.0,12.0,45.0,46.2,30.8,683.0,3661.0,32.0,3.0,18.0,7.0,782.0,26.0,56.0,31.0,18.0,16.0,6.0,10.0,22.0,44.0,2.11,2.0,0.1,54.0,24.0,0.0,52.0,96.0,18.0,50.0,N/a,N/a,N/a,N/a
David Raya,€28.7M,"2024-2025 Arsenal Stats
(Premier League)",es ESP,GK,29,32.0,32.0,2880.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,874.0,73.5,20908.0,99.2,98.5,37.6,0.0,0.0,1.0,0.0,11.0,1242.0,730.0,1164.0,78.0,0.0,0.0,2.0,100.0,0.0,766.0,3843.0,0.0,0.0,1.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.12,1.0,0.03,1.0,7.0,0.0,0.0,31.0,10.0,100.0,0.84,76.5,34.4,0.0
Son Heung-min,€28.6M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",kr KOR,FW,32,28.0,23.0,2004.0,7.0,9.0,1.0,0.0,7.0,8.2,87.0,104.0,259.0,0.31,0.4,0.31,0.37,45.3,1.08,0.11,17.0,703.0,79.0,9833.0,89.7,80.0,48.0,50.0,45.0,51.0,6.0,104.0,1093.0,15.0,110.0,347.0,646.0,117.0,23.0,35.4,48.8,732.0,4522.0,87.0,40.0,25.0,29.0,837.0,259.0,17.0,9.0,11.0,10.0,0.0,10.0,5.0,116.0,5.21,15.0,0.67,5.0,28.0,11.0,75.0,81.0,6.0,35.3,N/a,N/a,N/a,N/a
Mikkel Damsgaard,€28.6M,"2024-2025 Brentford Stats
(Premier League)",dk DEN,"MF,FW",24,32.0,28.0,2409.0,2.0,10.0,2.0,0.0,2.6,7.3,60.0,198.0,110.0,0.07,0.37,0.1,0.27,22.6,0.26,0.06,17.1,915.0,72.9,15610.0,85.2,73.4,52.7,55.0,40.0,59.0,15.0,198.0,1557.0,33.0,280.0,708.0,591.0,66.0,69.0,52.9,35.3,878.0,4882.0,60.0,8.0,53.0,40.0,1029.0,110.0,73.0,40.0,24.0,33.0,2.0,31.0,24.0,106.0,3.96,18.0,0.67,14.0,23.0,6.0,114.0,144.0,12.0,33.3,N/a,N/a,N/a,N/a
Radu Drăgușin,€28.4M,"2024-2025 Tottenham Hotspur Stats
(Premier League)",ro ROU,DF,23,16.0,14.0,1252.0,0.0,0.0,1.0,0.0,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.01,0.03,20.0,0.07,0.0,12.7,716.0,85.2,13638.0,91.0,93.0,43.9,4.0,3.0,2.0,1.0,37.0,961.0,148.0,510.0,430.0,30.0,12.0,12.0,0.0,0.0,623.0,3349.0,7.0,0.0,8.0,2.0,669.0,2.0,10.0,6.0,22.0,22.0,16.0,6.0,15.0,8.0,0.58,1.0,0.07,6.0,10.0,0.0,1.0,48.0,33.0,60.0,N/a,N/a,N/a,N/a
Leif Davis,€28.4M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,25,30.0,29.0,2532.0,1.0,2.0,5.0,0.0,0.9,4.3,47.0,55.0,117.0,0.04,0.07,0.03,0.15,14.3,0.07,0.07,20.4,846.0,71.3,14609.0,85.9,77.3,37.3,54.0,27.0,26.0,11.0,55.0,1448.0,114.0,513.0,477.0,477.0,36.0,46.0,35.1,45.9,654.0,3543.0,47.0,10.0,36.0,14.0,766.0,117.0,45.0,26.0,22.0,24.0,8.0,16.0,24.0,85.0,3.02,4.0,0.14,24.0,30.0,3.0,148.0,110.0,32.0,59.3,N/a,N/a,N/a,N/a
Neco Williams,€27.9M,"2024-2025 Nottingham Forest Stats
(Premier League)",wls WAL,DF,24,29.0,22.0,2054.0,1.0,2.0,5.0,0.0,2.2,1.4,53.0,70.0,77.0,0.04,0.09,0.1,0.06,18.8,0.26,0.03,19.7,630.0,75.3,9556.0,89.5,72.2,39.0,14.0,25.0,17.0,7.0,70.0,1189.0,126.0,425.0,428.0,350.0,35.0,63.0,38.5,43.6,481.0,2974.0,53.0,14.0,20.0,14.0,560.0,77.0,66.0,38.0,24.0,36.0,7.0,29.0,23.0,40.0,1.75,5.0,0.22,19.0,34.0,1.0,39.0,78.0,32.0,57.1,N/a,N/a,N/a,N/a
Sander Berge,€27.9M,"2024-2025 Fulham Stats
(Premier League)",no NOR,MF,27,24.0,20.0,1824.0,0.0,0.0,4.0,0.0,0.2,0.6,20.0,94.0,8.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,7.6,890.0,90.6,15889.0,91.1,93.8,84.0,17.0,18.0,3.0,0.0,94.0,1143.0,68.0,317.0,665.0,166.0,11.0,35.0,56.3,31.3,658.0,3474.0,20.0,2.0,9.0,13.0,726.0,8.0,48.0,28.0,16.0,24.0,8.0,16.0,19.0,39.0,1.92,2.0,0.1,25.0,5.0,0.0,3.0,107.0,25.0,61.0,N/a,N/a,N/a,N/a
